Orthogroup,Contig
OG0039625,Ofav_DN8841_c0_g1_i6.p1
OG0045713,Ofav_DN13524_c0_g3_i1.p1
OG0045714,Ofav_DN26758_c0_g2_i1.p1
OG0045715,Ofav_DN26951_c0_g3_i1.p1
OG0045716,Ofav_DN70268_c0_g1_i1.p1
OG0045717,Ofav_DN19853_c0_g1_i2.p1
OG0045718,Ofav_DN49461_c0_g1_i1.p1
OG0045719,Ofav_DN41296_c0_g1_i5.p1
OG0047026,0
OG0039624,Ofav_DN12052_c0_g3_i1.p1
OG0014129,Ofav_DN431790_c0_g1_i1.p1
OG0014128,Ofav_DN205771_c0_g1_i1.p1
OG0014125,Ofav_DN85170_c0_g1_i2.p1
OG0014124,Ofav_DN18943_c0_g1_i3.p1
OG0014127,Ofav_DN114366_c0_g1_i4.p1
OG0014126,Ofav_DN8361_c0_g5_i1.p1
OG0014121,Ofav_DN42569_c0_g3_i3.p1
OG0014120,Ofav_DN282617_c0_g1_i1.p1
OG0014120,Ofav_DN36428_c0_g1_i1.p1
OG0014123,Ofav_DN29581_c0_g1_i2.p1
OG0014122,Ofav_DN38614_c0_g1_i2.p1
OG0047019,0
OG0027832,Ofav_DN431896_c0_g1_i1.p1
OG0047018,0
OG0028716,Ofav_DN325510_c0_g1_i1.p1
OG0028716,Ofav_DN37530_c0_g3_i2.p1
OG0022018,Ofav_DN139371_c0_g2_i1.p1
OG0022019,Ofav_DN71018_c0_g1_i2.p1
OG0025048,Ofav_DN450065_c0_g1_i1.p1
OG0025049,Ofav_DN52448_c0_g1_i3.p1
OG0022014,Ofav_DN92933_c0_g1_i2.p1
OG0022015,Ofav_DN52111_c0_g2_i3.p1
OG0022016,Ofav_DN34796_c0_g1_i1.p1
OG0022017,Ofav_DN17524_c0_g1_i1.p1
OG0022010,Ofav_DN91038_c0_g1_i1.p1
OG0022011,0
OG0022012,Ofav_DN35750_c0_g1_i23.p1
OG0022013,Ofav_DN125319_c0_g1_i1.p1
OG0024311,Ofav_DN24174_c0_g1_i2.p1
OG0024310,0
OG0024313,0
OG0024312,0
OG0024315,Ofav_DN226426_c0_g1_i1.p1
OG0024314,Ofav_DN17969_c0_g1_i1.p1
OG0024317,Ofav_DN2213_c0_g1_i18.p1
OG0024316,Ofav_DN432051_c0_g1_i2.p1
OG0024319,Ofav_DN11993_c0_g1_i17.p1
OG0024318,Ofav_DN30384_c0_g1_i3.p1
OG0044393,Ofav_DN39403_c0_g1_i1.p1
OG0044392,Ofav_DN14012_c0_g1_i1.p1
OG0044391,Ofav_DN251631_c0_g1_i1.p1
OG0044390,Ofav_DN89207_c0_g1_i5.p1
OG0044397,Ofav_DN283_c0_g1_i14.p1
OG0044396,0
OG0044395,0
OG0044394,Ofav_DN70331_c0_g1_i2.p2
OG0044399,Ofav_DN11190_c0_g1_i6.p1
OG0044398,Ofav_DN39240_c0_g1_i10.p1
OG0047013,0
OG0027834,Ofav_DN318541_c0_g1_i1.p1
OG0027834,Ofav_DN318885_c0_g1_i1.p1
OG0047012,0
OG0047138,0
OG0047015,0
OG0047139,0
OG0047014,0
OG0047136,0
OG0047017,0
OG0044674,Ofav_DN15425_c2_g1_i5.p1
OG0047016,0
OG0015733,Ofav_DN62119_c1_g1_i1.p1
OG0019999,Ofav_DN270416_c0_g1_i1.p1
OG0019998,Ofav_DN67977_c0_g2_i2.p1
OG0015732,Ofav_DN11298_c0_g1_i1.p1
OG0019993,Ofav_DN868_c0_g1_i1.p1
OG0019992,0
OG0019991,Ofav_DN84239_c0_g1_i2.p1
OG0019990,Ofav_DN40516_c0_g1_i6.p1
OG0019997,Ofav_DN126494_c0_g1_i1.p1
OG0015731,Ofav_DN143709_c0_g1_i2.p1
OG0019995,Ofav_DN126256_c0_g1_i1.p1
OG0019994,Ofav_DN267062_c0_g1_i2.p1
OG0015730,Ofav_DN146399_c0_g1_i1.p1
OG0044675,Ofav_DN43662_c0_g1_i7.p1
OG0015737,0
OG0047131,0
OG0047027,0
OG0015736,Ofav_DN12932_c0_g1_i2.p1
OG0015298,Ofav_DN52015_c0_g1_i5.p1
OG0015735,Ofav_DN9723_c1_g3_i1.p1
OG0015294,Ofav_DN90289_c0_g1_i7.p1
OG0015295,Ofav_DN228687_c0_g1_i2.p1
OG0015296,Ofav_DN35149_c0_g1_i3.p1
OG0015297,0
OG0015290,Ofav_DN14204_c0_g1_i3.p2
OG0015290,Ofav_DN14204_c0_g2_i2.p1
OG0015291,Ofav_DN40617_c0_g1_i3.p1
OG0015292,0
OG0015293,Ofav_DN61489_c0_g1_i13.p1
OG0043712,Ofav_DN10359_c0_g1_i1.p1
OG0024499,Ofav_DN41934_c0_g2_i1.p2
OG0044676,Ofav_DN37409_c0_g1_i4.p1
OG0031888,0
OG0031696,Ofav_DN379059_c0_g1_i2.p1
OG0043710,Ofav_DN6697_c1_g1_i11.p1
OG0043711,Ofav_DN3105_c0_g1_i1.p1
OG0044979,Ofav_DN10823_c0_g2_i1.p1
OG0044978,Ofav_DN40453_c0_g1_i2.p1
OG0044977,Ofav_DN49157_c0_g1_i8.p1
OG0044976,Ofav_DN67097_c0_g2_i1.p1
OG0044975,Ofav_DN333767_c0_g1_i1.p1
OG0044974,Ofav_DN207614_c0_g1_i2.p1
OG0044973,Ofav_DN13660_c0_g1_i1.p1
OG0044972,Ofav_DN136746_c0_g1_i4.p1
OG0044971,Ofav_DN52336_c0_g1_i2.p1
OG0044970,Ofav_DN138613_c0_g1_i1.p1
OG0038431,Ofav_DN30088_c0_g1_i1.p1
OG0038430,Ofav_DN15067_c0_g1_i1.p1
OG0038433,Ofav_DN376062_c0_g1_i1.p1
OG0038432,Ofav_DN2149_c0_g1_i7.p1
OG0038435,Ofav_DN88421_c2_g1_i1.p1
OG0038434,Ofav_DN18302_c0_g1_i1.p1
OG0038437,Ofav_DN13462_c0_g1_i1.p1
OG0038436,Ofav_DN150128_c0_g1_i1.p1
OG0038439,Ofav_DN34462_c0_g2_i1.p1
OG0038438,Ofav_DN42716_c0_g1_i1.p1
OG0046943,0
OG0023835,Ofav_DN390569_c0_g1_i1.p1
OG0023834,0
OG0023837,Ofav_DN877_c0_g2_i1.p1
OG0023836,Ofav_DN47841_c0_g2_i1.p1
OG0023831,0
OG0023830,Ofav_DN61291_c0_g1_i6.p1
OG0023833,Ofav_DN8726_c1_g1_i3.p1
OG0023832,Ofav_DN68963_c0_g1_i3.p1
OG0031719,Ofav_DN43756_c0_g1_i3.p1
OG0031718,Ofav_DN33487_c0_g2_i1.p1
OG0031718,Ofav_DN33487_c0_g3_i2.p1
OG0023839,Ofav_DN284383_c0_g1_i1.p1
OG0023838,Ofav_DN8780_c0_g2_i2.p1
OG0044670,Ofav_DN138298_c0_g1_i2.p1
OG0039524,Ofav_DN25474_c0_g1_i1.p1
OG0039525,Ofav_DN32028_c0_g1_i3.p1
OG0039526,Ofav_DN32574_c1_g1_i9.p1
OG0039527,Ofav_DN106861_c0_g2_i1.p1
OG0039520,Ofav_DN14394_c0_g1_i5.p1
OG0039521,Ofav_DN49385_c0_g1_i2.p1
OG0031694,Ofav_DN37617_c0_g1_i1.p1
OG0039523,Ofav_DN243866_c0_g1_i1.p1
OG0039528,Ofav_DN323408_c0_g1_i1.p1
OG0039529,Ofav_DN267313_c0_g1_i1.p1
OG0017124,Ofav_DN12212_c0_g1_i17.p1
OG0017125,0
OG0017126,0
OG0017127,0
OG0040064,0
OG0017120,Ofav_DN5445_c0_g2_i1.p1
OG0017121,0
OG0012334,Ofav_DN4205_c2_g1_i13.p3
OG0020568,Ofav_DN150550_c0_g1_i1.p1
OG0020569,Ofav_DN55835_c0_g1_i1.p1
OG0020566,Ofav_DN23652_c0_g2_i1.p1
OG0020567,Ofav_DN35694_c0_g1_i1.p1
OG0020564,0
OG0020565,Ofav_DN377158_c0_g1_i1.p1
OG0020562,Ofav_DN70819_c0_g1_i4.p1
OG0020563,Ofav_DN143573_c0_g1_i2.p1
OG0020560,Ofav_DN441926_c0_g1_i1.p2
OG0020561,Ofav_DN467085_c0_g1_i1.p1
OG0031692,Ofav_DN1936_c0_g1_i5.p3
OG0041574,Ofav_DN24761_c0_g1_i1.p1
OG0044673,Ofav_DN8917_c0_g2_i3.p1
OG0026924,Ofav_DN93165_c0_g1_i1.p1
OG0026925,Ofav_DN66931_c0_g1_i2.p1
OG0026926,Ofav_DN65192_c0_g1_i1.p1
OG0026927,Ofav_DN50174_c0_g1_i2.p1
OG0026920,0
OG0026921,Ofav_DN47542_c0_g2_i6.p1
OG0026922,Ofav_DN159089_c0_g1_i1.p1
OG0026923,Ofav_DN161253_c0_g1_i1.p1
OG0026928,Ofav_DN78206_c0_g1_i4.p1
OG0026929,Ofav_DN221614_c0_g1_i1.p1
OG0039380,Ofav_DN81125_c0_g2_i3.p1
OG0039381,Ofav_DN177600_c0_g1_i1.p1
OG0039382,Ofav_DN377628_c0_g1_i1.p1
OG0039383,Ofav_DN27609_c0_g1_i2.p1
OG0039384,Ofav_DN41675_c0_g1_i3.p1
OG0039385,Ofav_DN53801_c0_g1_i11.p1
OG0039146,Ofav_DN17553_c0_g3_i1.p1
OG0039387,0
OG0039388,Ofav_DN231457_c0_g1_i1.p1
OG0039389,Ofav_DN1708_c0_g1_i1.p1
OG0046535,0
OG0046534,0
OG0046537,0
OG0046536,0
OG0041576,0
OG0046530,0
OG0046533,0
OG0046532,0
OG0046539,0
OG0046538,0
OG0028614,Ofav_DN139069_c0_g1_i3.p1
OG0039147,Ofav_DN34734_c0_g1_i5.p1
OG0033840,0
OG0041577,0
OG0033844,0
OG0028085,Ofav_DN206087_c0_g1_i1.p1
OG0028084,Ofav_DN68885_c0_g1_i4.p1
OG0033846,0
OG0028087,Ofav_DN1052_c0_g1_i1.p1
OG0038052,Ofav_DN218942_c0_g1_i1.p1
OG0027031,Ofav_DN93575_c0_g1_i1.p2
OG0027030,Ofav_DN272158_c0_g1_i1.p1
OG0027033,Ofav_DN85395_c0_g1_i5.p1
OG0027032,0
OG0027035,Ofav_DN36413_c0_g1_i13.p1
OG0027034,Ofav_DN32064_c0_g1_i1.p1
OG0027037,0
OG0027036,Ofav_DN38471_c0_g1_i2.p1
OG0027039,Ofav_DN136322_c0_g1_i8.p1
OG0027038,Ofav_DN177000_c0_g1_i1.p1
OG0038050,Ofav_DN90535_c0_g1_i2.p1
OG0028080,Ofav_DN95364_c0_g1_i1.p1
OG0028265,Ofav_DN67192_c0_g1_i1.p1
OG0028083,Ofav_DN57732_c0_g1_i2.p1
OG0028264,Ofav_DN22117_c0_g1_i4.p1
OG0028264,Ofav_DN22117_c0_g3_i2.p1
OG0028082,Ofav_DN235803_c0_g1_i1.p1
OG0028267,Ofav_DN432303_c0_g1_i1.p1
OG0041571,Ofav_DN7925_c0_g1_i2.p1
OG0038267,Ofav_DN288404_c0_g1_i1.p1
OG0028266,Ofav_DN54289_c0_g1_i1.p1
OG0028261,Ofav_DN95472_c0_g2_i1.p1
OG0028617,Ofav_DN20314_c0_g1_i2.p1
OG0028260,Ofav_DN11190_c1_g1_i1.p1
OG0026551,0
OG0028263,Ofav_DN291840_c0_g1_i1.p2
OG0036806,0
OG0037053,Ofav_DN47182_c0_g1_i1.p1
OG0028262,0
OG0041572,0
OG0036807,Ofav_DN45855_c0_g1_i6.p1
OG0031992,0
OG0036804,Ofav_DN105985_c0_g2_i1.p1
OG0028610,Ofav_DN12348_c1_g2_i2.p1
OG0044679,Ofav_DN127195_c0_g1_i2.p2
OG0026076,Ofav_DN36430_c0_g1_i1.p1
OG0026077,Ofav_DN29579_c1_g1_i22.p2
OG0026074,Ofav_DN61374_c0_g1_i2.p1
OG0026075,Ofav_DN15146_c0_g1_i4.p1
OG0026072,0
OG0026073,0
OG0026070,0
OG0026071,0
OG0041573,Ofav_DN40786_c0_g1_i6.p1
OG0026078,0
OG0026079,Ofav_DN19420_c0_g1_i8.p1
OG0029983,Ofav_DN26733_c0_g1_i7.p1
OG0031998,0
OG0028611,Ofav_DN268683_c0_g1_i2.p1
OG0028612,Ofav_DN129735_c0_g2_i1.p1
OG0004379,Ofav_DN11638_c0_g1_i18.p1
OG0004379,Ofav_DN11966_c0_g1_i18.p1
OG0004379,Ofav_DN96794_c0_g1_i1.p1
OG0004378,Ofav_DN21406_c0_g2_i3.p1
OG0004375,Ofav_DN13408_c0_g1_i15.p1
OG0004374,Ofav_DN7926_c0_g1_i13.p1
OG0004377,Ofav_DN255_c1_g1_i3.p1
OG0004376,Ofav_DN17886_c0_g2_i1.p1
OG0004376,Ofav_DN43546_c0_g1_i1.p1
OG0004371,Ofav_DN25170_c0_g1_i4.p1
OG0004370,0
OG0004373,Ofav_DN2599_c4_g1_i1.p1
OG0004372,Ofav_DN40415_c0_g2_i6.p1
OG0028613,Ofav_DN10008_c0_g1_i70.p1
OG0034311,0
OG0018107,Ofav_DN34201_c2_g1_i1.p1
OG0018107,Ofav_DN3825_c0_g1_i16.p1
OG0018106,0
OG0018105,Ofav_DN33185_c0_g1_i12.p1
OG0018104,Ofav_DN49679_c0_g1_i2.p1
OG0018104,Ofav_DN89416_c0_g1_i6.p1
OG0018103,Ofav_DN21037_c0_g1_i3.p1
OG0018102,Ofav_DN30501_c0_g1_i14.p1
OG0018101,Ofav_DN70990_c0_g1_i7.p1
OG0018100,Ofav_DN14416_c0_g1_i2.p1
OG0018109,0
OG0018108,Ofav_DN7215_c0_g2_i1.p1
OG0025529,Ofav_DN429084_c0_g1_i1.p1
OG0025528,0
OG0030531,Ofav_DN47669_c0_g1_i2.p1
OG0030531,Ofav_DN47669_c0_g2_i1.p1
OG0025521,Ofav_DN46219_c0_g2_i4.p1
OG0025520,0
OG0025523,Ofav_DN1022_c0_g6_i1.p1
OG0025522,Ofav_DN39130_c0_g1_i34.p1
OG0025525,0
OG0025524,Ofav_DN16874_c0_g1_i1.p1
OG0025527,Ofav_DN9858_c0_g1_i4.p1
OG0025526,0
OG0030533,Ofav_DN43933_c0_g1_i29.p2
OG0015899,0
OG0039992,Ofav_DN21462_c0_g2_i1.p1
OG0030538,Ofav_DN407_c0_g1_i1.p1
OG0030539,Ofav_DN65191_c0_g1_i1.p1
OG0023454,Ofav_DN138983_c0_g1_i2.p1
OG0028559,0
OG0028558,Ofav_DN26080_c0_g4_i1.p1
OG0028553,Ofav_DN231378_c0_g1_i1.p1
OG0028552,0
OG0028551,Ofav_DN92874_c0_g1_i1.p1
OG0028550,Ofav_DN284888_c0_g1_i1.p1
OG0028557,Ofav_DN15913_c0_g1_i1.p1
OG0028556,Ofav_DN5196_c0_g1_i2.p1
OG0028555,Ofav_DN11178_c0_g1_i1.p1
OG0028554,0
OG0005967,0
OG0005966,0
OG0005965,Ofav_DN14739_c1_g1_i2.p1
OG0005965,Ofav_DN46195_c0_g2_i1.p1
OG0005964,Ofav_DN19966_c0_g1_i1.p1
OG0005964,Ofav_DN2130_c0_g1_i11.p1
OG0005963,Ofav_DN2170_c0_g1_i4.p1
OG0005963,Ofav_DN39300_c0_g1_i6.p1
OG0005962,Ofav_DN24325_c0_g2_i6.p1
OG0005962,Ofav_DN429260_c0_g1_i1.p1
OG0005961,Ofav_DN3602_c0_g2_i1.p1
OG0005960,Ofav_DN35632_c1_g2_i1.p1
OG0019764,Ofav_DN23760_c0_g1_i2.p1
OG0019765,Ofav_DN112540_c1_g1_i1.p1
OG0019766,Ofav_DN352523_c0_g1_i1.p1
OG0019767,Ofav_DN63662_c0_g1_i3.p2
OG0019760,Ofav_DN78137_c0_g1_i1.p1
OG0019761,Ofav_DN318313_c0_g1_i1.p1
OG0005969,Ofav_DN328116_c0_g1_i1.p1
OG0019763,Ofav_DN475640_c0_g1_i1.p1
OG0028836,Ofav_DN28515_c4_g1_i1.p1
OG0034978,0
OG0034979,0
OG0034974,0
OG0034975,0
OG0034976,0
OG0034977,0
OG0034970,0
OG0034971,0
OG0034972,0
OG0034973,0
OG0031483,0
OG0043126,Ofav_DN157409_c0_g1_i1.p1
OG0031482,Ofav_DN24996_c1_g1_i6.p1
OG0021316,Ofav_DN56652_c0_g1_i3.p1
OG0021317,Ofav_DN101197_c0_g1_i1.p1
OG0021314,Ofav_DN68769_c0_g3_i1.p1
OG0021315,Ofav_DN152356_c0_g1_i1.p1
OG0021312,Ofav_DN61935_c0_g2_i1.p1
OG0021313,Ofav_DN37288_c0_g1_i3.p2
OG0021310,Ofav_DN132156_c1_g1_i1.p2
OG0021311,Ofav_DN207228_c0_g1_i1.p1
OG0021318,Ofav_DN79045_c0_g2_i1.p1
OG0021319,Ofav_DN18407_c0_g1_i1.p1
OG0035599,0
OG0035598,0
OG0031489,Ofav_DN52102_c0_g1_i2.p1
OG0031489,Ofav_DN52102_c0_g2_i1.p1
OG0035591,0
OG0035590,0
OG0035593,0
OG0031488,Ofav_DN9184_c0_g1_i7.p1
OG0035595,0
OG0035594,0
OG0035597,Ofav_DN377131_c0_g1_i1.p1
OG0035596,0
OG0006265,Ofav_DN112362_c0_g1_i1.p1
OG0006265,Ofav_DN235535_c0_g1_i1.p1
OG0006265,Ofav_DN83566_c0_g1_i2.p1
OG0006264,Ofav_DN33302_c0_g1_i3.p1
OG0006267,Ofav_DN7115_c0_g1_i2.p1
OG0006266,Ofav_DN37050_c0_g1_i1.p1
OG0006261,Ofav_DN129967_c0_g1_i1.p2
OG0006260,0
OG0006263,Ofav_DN11591_c0_g1_i10.p1
OG0006262,Ofav_DN3197_c6_g1_i4.p1
OG0042029,Ofav_DN455278_c0_g1_i1.p1
OG0042028,Ofav_DN7777_c2_g1_i1.p1
OG0006269,Ofav_DN485_c19_g1_i3.p1
OG0006269,Ofav_DN51718_c0_g2_i1.p1
OG0006268,Ofav_DN1357_c4_g1_i5.p1
OG0006268,Ofav_DN22480_c0_g1_i4.p2
OG0046265,Ofav_DN33012_c0_g1_i1.p1
OG0038653,Ofav_DN206392_c0_g1_i1.p1
OG0037999,Ofav_DN35390_c0_g1_i7.p1
OG0037998,Ofav_DN44007_c0_g1_i1.p1
OG0037997,0
OG0037996,Ofav_DN31782_c0_g2_i2.p1
OG0037995,Ofav_DN262286_c0_g1_i2.p1
OG0037994,0
OG0037993,Ofav_DN104713_c0_g1_i1.p1
OG0037992,0
OG0037991,Ofav_DN62111_c0_g1_i1.p1
OG0037990,Ofav_DN47283_c0_g2_i1.p1
OG0035629,Ofav_DN348733_c0_g1_i1.p1
OG0035628,0
OG0035627,0
OG0035626,0
OG0035625,0
OG0035624,Ofav_DN68374_c0_g1_i1.p1
OG0035623,Ofav_DN76464_c0_g1_i1.p1
OG0035622,Ofav_DN383602_c0_g1_i1.p1
OG0035621,Ofav_DN432177_c0_g1_i1.p2
OG0035620,0
OG0020049,Ofav_DN270965_c0_g1_i1.p1
OG0020048,Ofav_DN22810_c2_g2_i1.p1
OG0046343,Ofav_DN44077_c0_g1_i1.p3
OG0020041,Ofav_DN2452_c0_g1_i2.p1
OG0020040,Ofav_DN279302_c0_g1_i1.p1
OG0020043,0
OG0020042,Ofav_DN47711_c0_g1_i5.p1
OG0020045,Ofav_DN32597_c1_g1_i2.p1
OG0020044,Ofav_DN48013_c0_g1_i2.p1
OG0020047,Ofav_DN48720_c0_g1_i1.p1
OG0020046,Ofav_DN399850_c0_g1_i1.p2
OG0037665,Ofav_DN432469_c0_g1_i1.p1
OG0037664,Ofav_DN78476_c0_g1_i1.p1
OG0037667,Ofav_DN23622_c0_g2_i2.p1
OG0037666,0
OG0037661,Ofav_DN127933_c0_g1_i3.p3
OG0037660,Ofav_DN70612_c0_g1_i4.p1
OG0037663,Ofav_DN125862_c0_g1_i2.p1
OG0037662,Ofav_DN23108_c0_g1_i1.p1
OG0037669,Ofav_DN266213_c0_g1_i1.p1
OG0037668,Ofav_DN111753_c0_g1_i1.p2
OG0032019,0
OG0032018,Ofav_DN432369_c0_g1_i1.p1
OG0032015,Ofav_DN48645_c0_g1_i5.p1
OG0032014,Ofav_DN54312_c0_g1_i1.p1
OG0032017,Ofav_DN103327_c0_g1_i2.p1
OG0032016,Ofav_DN111562_c0_g1_i2.p1
OG0032011,Ofav_DN3269_c0_g1_i22.p1
OG0032010,Ofav_DN93292_c0_g1_i2.p1
OG0032013,Ofav_DN430093_c0_g1_i1.p1
OG0032013,Ofav_DN93452_c0_g1_i6.p1
OG0032012,Ofav_DN38133_c0_g1_i3.p1
OG0041480,Ofav_DN15430_c0_g2_i2.p1
OG0041481,Ofav_DN471172_c0_g1_i1.p1
OG0004811,Ofav_DN334042_c0_g1_i1.p1
OG0041482,Ofav_DN37801_c0_g1_i5.p1
OG0045552,Ofav_DN317958_c0_g1_i1.p1
OG0045553,Ofav_DN25959_c0_g1_i31.p1
OG0045550,Ofav_DN37589_c0_g1_i7.p1
OG0041483,Ofav_DN319901_c0_g1_i12.p1
OG0045556,Ofav_DN59875_c0_g2_i3.p1
OG0045557,Ofav_DN69782_c0_g1_i1.p1
OG0045554,Ofav_DN81665_c0_g1_i4.p1
OG0045555,Ofav_DN25063_c1_g1_i22.p1
OG0041484,Ofav_DN97046_c0_g2_i2.p1
OG0045558,Ofav_DN49473_c0_g1_i1.p1
OG0045559,Ofav_DN26033_c0_g1_i2.p1
OG0044189,0
OG0041485,Ofav_DN468010_c0_g1_i1.p1
OG0043868,Ofav_DN7254_c0_g1_i7.p1
OG0043869,Ofav_DN36445_c0_g1_i6.p1
OG0041486,0
OG0043860,Ofav_DN54223_c0_g1_i1.p1
OG0043861,Ofav_DN29604_c0_g1_i1.p1
OG0043862,Ofav_DN49345_c0_g2_i4.p2
OG0041487,Ofav_DN87980_c0_g1_i2.p1
OG0043864,Ofav_DN32056_c1_g3_i3.p1
OG0043865,Ofav_DN36437_c0_g1_i1.p1
OG0043866,Ofav_DN8811_c0_g1_i4.p1
OG0043867,Ofav_DN21256_c0_g3_i1.p2
OG0045088,Ofav_DN45930_c0_g1_i1.p1
OG0045089,Ofav_DN32358_c0_g2_i1.p1
OG0045080,Ofav_DN54137_c0_g1_i1.p1
OG0045081,Ofav_DN43917_c0_g1_i3.p1
OG0045082,Ofav_DN89999_c0_g1_i2.p1
OG0045083,Ofav_DN150384_c0_g1_i2.p1
OG0045084,Ofav_DN45818_c0_g1_i3.p1
OG0045085,Ofav_DN457208_c0_g1_i1.p1
OG0045086,Ofav_DN40242_c0_g1_i1.p1
OG0045087,Ofav_DN70249_c0_g1_i1.p1
OG0007619,Ofav_DN289441_c0_g1_i1.p1
OG0007619,Ofav_DN34062_c1_g1_i1.p1
