Orthogroup,Contig
OG0008872,Cnat_DN264923_c0_g1_i19.p1
OG0008873,Cnat_DN264942_c1_g4_i6.p1
OG0008873,Cnat_DN266834_c2_g6_i1.p1
OG0008870,Cnat_DN264835_c0_g1_i7.p1
OG0008871,Cnat_DN264860_c0_g3_i5.p1
OG0008871,Cnat_DN660999_c0_g1_i1.p1
OG0013298,Cnat_DN19291_c0_g1_i1.p1
OG0013298,Cnat_DN21671_c0_g1_i1.p1
OG0013299,Cnat_DN192996_c0_g1_i1.p1
OG0013292,Cnat_DN192290_c1_g1_i1.p1
OG0013292,Cnat_DN312079_c2_g2_i3.p1
OG0013293,Cnat_DN192305_c0_g1_i1.p1
OG0013290,Cnat_DN192176_c0_g1_i1.p1
OG0013291,Cnat_DN192270_c0_g1_i1.p1
OG0013291,Cnat_DN253916_c0_g1_i3.p1
OG0013296,Cnat_DN192685_c0_g1_i1.p1
OG0013297,Cnat_DN192874_c0_g1_i2.p1
OG0013297,Cnat_DN544853_c0_g1_i1.p1
OG0013294,Cnat_DN192356_c0_g1_i2.p2
OG0013295,Cnat_DN192539_c0_g1_i1.p1
OG0041620,0
OG0041621,0
OG0041622,0
OG0041623,0
OG0041624,0
OG0041625,0
OG0041626,0
OG0041627,0
OG0041628,0
OG0041629,0
OG0045710,0
OG0045711,0
OG0039625,0
OG0045713,0
OG0045714,0
OG0045715,0
OG0045716,0
OG0045717,0
OG0045718,0
OG0045719,0
OG0047026,0
OG0039624,0
OG0014129,Cnat_DN245224_c1_g1_i2.p1
OG0014128,Cnat_DN245199_c0_g4_i1.p2
OG0014125,Cnat_DN245093_c0_g1_i3.p1
OG0014124,Cnat_DN245069_c0_g1_i4.p1
OG0014127,Cnat_DN245148_c0_g1_i1.p1
OG0014126,Cnat_DN245128_c0_g1_i3.p1
OG0014126,Cnat_DN411475_c0_g1_i1.p1
OG0014121,Cnat_DN244975_c0_g1_i2.p1
OG0014120,Cnat_DN244965_c0_g1_i3.p2
OG0014123,Cnat_DN245000_c0_g2_i1.p1
OG0014122,Cnat_DN244979_c0_g1_i2.p1
OG0047019,0
OG0027832,Cnat_DN635652_c0_g1_i1.p1
OG0047018,0
OG0028716,0
OG0022018,Cnat_DN231944_c0_g1_i2.p1
OG0022019,Cnat_DN231988_c0_g2_i2.p1
OG0025048,Cnat_DN284816_c0_g2_i5.p1
OG0025049,Cnat_DN284819_c0_g10_i1.p1
OG0022014,Cnat_DN231894_c0_g1_i2.p1
OG0022015,Cnat_DN231910_c0_g1_i2.p1
OG0022016,Cnat_DN231917_c0_g1_i2.p1
OG0022017,Cnat_DN231934_c0_g1_i1.p1
OG0022010,Cnat_DN231698_c0_g2_i1.p1
OG0022011,Cnat_DN231774_c0_g1_i1.p1
OG0022011,Cnat_DN280304_c1_g1_i9.p1
OG0022011,Cnat_DN280304_c1_g2_i1.p1
OG0022012,Cnat_DN231806_c0_g1_i2.p1
OG0022013,Cnat_DN231869_c0_g1_i4.p1
OG0024311,Cnat_DN272767_c1_g2_i2.p1
OG0024310,Cnat_DN272765_c0_g1_i1.p1
OG0024313,Cnat_DN272787_c1_g3_i1.p1
OG0024312,Cnat_DN272778_c0_g1_i6.p1
OG0024312,Cnat_DN294931_c0_g1_i2.p1
OG0024315,Cnat_DN272799_c0_g4_i5.p1
OG0024314,Cnat_DN272793_c4_g1_i1.p1
OG0024317,Cnat_DN272809_c0_g1_i7.p1
OG0024316,Cnat_DN272806_c0_g1_i1.p1
OG0024319,Cnat_DN272816_c0_g1_i9.p2
OG0024318,Cnat_DN272815_c0_g5_i1.p1
OG0044393,0
OG0044392,0
OG0044391,0
OG0044390,0
OG0044397,0
OG0044396,0
OG0044395,0
OG0044394,0
OG0044399,0
OG0044398,0
OG0047013,0
OG0027834,Cnat_DN635792_c0_g1_i1.p1
OG0047012,0
OG0047138,0
OG0047015,0
OG0047139,0
OG0047014,0
OG0047136,0
OG0047017,0
OG0044674,0
OG0047016,0
OG0015733,Cnat_DN282736_c0_g3_i1.p1
OG0015733,Cnat_DN292787_c0_g1_i7.p1
OG0019999,Cnat_DN126227_c0_g1_i1.p1
OG0019998,Cnat_DN126213_c0_g1_i1.p1
OG0015732,Cnat_DN282675_c2_g2_i1.p1
OG0019993,Cnat_DN125927_c0_g1_i1.p1
OG0019992,Cnat_DN125811_c0_g1_i1.p1
OG0019991,Cnat_DN125801_c0_g1_i1.p1
OG0019990,Cnat_DN125764_c0_g1_i1.p1
OG0019997,Cnat_DN126212_c0_g1_i1.p1
OG0015731,Cnat_DN282667_c0_g1_i9.p1
OG0015731,Cnat_DN310604_c1_g7_i1.p1
OG0019995,Cnat_DN125977_c0_g1_i1.p1
OG0019994,Cnat_DN125929_c0_g1_i1.p1
OG0015730,Cnat_DN282617_c1_g1_i2.p1
OG0044675,0
OG0015737,Cnat_DN282865_c2_g6_i1.p1
OG0015737,Cnat_DN317775_c1_g2_i2.p1
OG0047131,0
OG0047027,0
OG0015736,Cnat_DN282859_c0_g2_i2.p1
OG0015736,Cnat_DN282859_c0_g3_i2.p2
OG0015298,Cnat_DN273027_c0_g1_i1.p1
OG0015298,Cnat_DN273027_c1_g1_i1.p1
OG0015735,Cnat_DN282806_c1_g1_i8.p1
OG0015294,Cnat_DN272961_c1_g2_i1.p1
OG0015295,Cnat_DN272979_c0_g1_i3.p1
OG0015296,Cnat_DN272995_c0_g1_i1.p1
OG0015297,Cnat_DN273003_c2_g3_i1.p1
OG0015290,Cnat_DN272857_c1_g1_i11.p1
OG0015291,Cnat_DN272864_c2_g2_i2.p1
OG0015291,Cnat_DN447692_c0_g1_i1.p1
OG0015292,Cnat_DN272865_c1_g2_i7.p1
OG0015292,Cnat_DN272865_c1_g3_i4.p1
OG0015293,Cnat_DN272936_c1_g1_i6.p1
OG0043712,0
OG0024499,Cnat_DN275738_c2_g4_i1.p4
OG0044676,0
OG0031888,0
OG0031696,0
OG0043710,0
OG0043711,0
OG0044979,0
OG0044978,0
OG0044977,0
OG0044976,0
OG0044975,0
OG0044974,0
OG0044973,0
OG0044972,0
OG0044971,0
OG0044970,0
OG0038431,0
OG0038430,0
OG0038433,0
OG0038432,0
OG0038435,0
OG0038434,0
OG0038437,0
OG0038436,0
OG0038439,0
OG0038438,0
OG0046943,0
OG0023835,Cnat_DN266219_c0_g2_i5.p1
OG0023834,Cnat_DN266210_c2_g1_i5.p1
OG0023837,Cnat_DN266251_c0_g5_i3.p1
OG0023836,Cnat_DN266244_c1_g1_i1.p1
OG0023831,Cnat_DN266155_c0_g1_i1.p1
OG0023831,Cnat_DN266155_c0_g3_i2.p1
OG0023830,Cnat_DN266147_c1_g2_i3.p1
OG0023833,Cnat_DN266186_c1_g3_i8.p1
OG0023832,Cnat_DN266170_c0_g1_i3.p1
OG0031719,0
OG0031718,0
OG0023839,Cnat_DN266277_c0_g3_i1.p1
OG0023838,Cnat_DN266277_c0_g1_i3.p1
OG0044670,0
OG0039524,0
OG0039525,0
OG0039526,0
OG0039527,0
OG0039520,0
OG0039521,0
OG0031694,0
OG0039523,0
OG0039528,0
OG0039529,0
OG0017124,Cnat_DN312028_c0_g3_i1.p1
OG0017125,Cnat_DN312030_c1_g2_i1.p1
OG0017126,Cnat_DN312088_c1_g1_i3.p1
OG0017127,Cnat_DN312126_c1_g3_i2.p1
OG0040064,0
OG0017120,Cnat_DN311837_c2_g1_i2.p2
OG0017121,Cnat_DN311876_c1_g2_i1.p1
OG0012334,0
OG0020568,Cnat_DN170208_c0_g1_i2.p1
OG0020569,Cnat_DN170245_c0_g1_i1.p1
OG0020566,Cnat_DN170080_c0_g1_i1.p1
OG0020567,Cnat_DN170157_c0_g1_i2.p1
OG0020564,Cnat_DN170045_c0_g1_i1.p1
OG0020565,Cnat_DN170076_c0_g1_i2.p1
OG0020562,Cnat_DN169842_c0_g1_i1.p1
OG0020563,Cnat_DN169941_c0_g1_i1.p1
OG0020560,Cnat_DN169769_c0_g1_i1.p3
OG0020561,Cnat_DN169798_c0_g1_i1.p1
OG0031692,0
OG0041574,0
OG0044673,0
OG0026924,Cnat_DN329877_c0_g1_i1.p2
OG0026925,Cnat_DN329962_c0_g1_i1.p1
OG0026926,Cnat_DN330216_c0_g1_i1.p1
OG0026927,Cnat_DN330368_c0_g1_i1.p2
OG0026920,Cnat_DN329257_c0_g1_i1.p1
OG0026920,Cnat_DN602566_c0_g1_i1.p1
OG0026921,Cnat_DN329497_c0_g1_i1.p1
OG0026922,Cnat_DN329644_c0_g1_i1.p1
OG0026923,Cnat_DN32985_c0_g1_i1.p1
OG0026928,Cnat_DN330438_c0_g1_i1.p1
OG0026929,Cnat_DN33069_c0_g1_i1.p1
OG0039380,0
OG0039381,0
OG0039382,0
OG0039383,0
OG0039384,0
OG0039385,0
OG0039146,0
OG0039387,0
OG0039388,0
OG0039389,0
OG0046535,0
OG0046534,0
OG0046537,0
OG0046536,0
OG0041576,0
OG0046530,0
OG0046533,0
OG0046532,0
OG0046539,0
OG0046538,0
OG0028614,0
OG0039147,0
OG0033840,Cnat_DN266799_c0_g1_i9.p1
OG0041577,0
OG0033844,Cnat_DN266866_c0_g4_i7.p1
OG0028085,Cnat_DN88969_c0_g1_i1.p1
OG0028084,Cnat_DN88795_c0_g1_i1.p1
OG0033846,Cnat_DN266968_c0_g2_i9.p1
OG0028087,Cnat_DN89041_c0_g1_i1.p1
OG0038052,0
OG0027031,Cnat_DN359398_c0_g1_i1.p2
OG0027030,Cnat_DN359106_c0_g1_i1.p2
OG0027033,Cnat_DN359988_c0_g1_i1.p1
OG0027032,Cnat_DN35971_c0_g1_i1.p1
OG0027032,Cnat_DN638897_c0_g1_i1.p1
OG0027035,Cnat_DN360740_c0_g1_i1.p1
OG0027034,Cnat_DN36006_c0_g1_i1.p1
OG0027037,Cnat_DN361289_c0_g1_i1.p1
OG0027036,Cnat_DN361063_c0_g1_i1.p1
OG0027039,Cnat_DN362320_c0_g1_i1.p1
OG0027038,Cnat_DN362008_c0_g1_i1.p1
OG0038050,0
OG0028080,Cnat_DN88264_c0_g1_i1.p1
OG0028265,0
OG0028083,Cnat_DN88786_c1_g1_i1.p1
OG0028264,0
OG0028082,Cnat_DN88268_c0_g1_i1.p2
OG0028267,0
OG0041571,0
OG0038267,0
OG0028266,0
OG0028261,0
OG0028617,0
OG0028260,0
OG0026551,Cnat_DN311871_c0_g1_i2.p1
OG0028263,0
OG0036806,0
OG0037053,0
OG0028262,0
OG0041572,0
OG0036807,0
OG0031992,0
OG0036804,0
OG0028610,0
OG0044679,0
OG0026076,Cnat_DN303270_c0_g2_i2.p1
OG0026077,Cnat_DN303280_c0_g2_i6.p1
OG0026077,Cnat_DN309292_c2_g1_i8.p1
OG0026074,Cnat_DN303204_c0_g2_i1.p1
OG0026075,Cnat_DN303244_c0_g2_i5.p1
OG0026072,Cnat_DN303135_c2_g3_i19.p1
OG0026073,Cnat_DN303202_c2_g1_i1.p1
OG0026070,Cnat_DN303115_c1_g2_i2.p1
OG0026071,Cnat_DN303124_c1_g1_i10.p1
OG0041573,0
OG0026078,Cnat_DN303294_c1_g1_i10.p1
OG0026078,Cnat_DN303294_c1_g2_i1.p1
OG0026079,Cnat_DN303295_c1_g3_i2.p1
OG0029983,0
OG0031998,0
OG0028611,0
OG0028612,0
OG0004379,Cnat_DN287463_c0_g2_i2.p1
OG0004378,Cnat_DN287426_c0_g1_i4.p1
OG0004378,Cnat_DN311439_c3_g1_i8.p1
OG0004375,Cnat_DN287218_c4_g2_i9.p1
OG0004375,Cnat_DN287218_c4_g2_i9.p2
OG0004375,Cnat_DN304937_c1_g1_i1.p2
OG0004374,Cnat_DN287195_c2_g1_i1.p1
OG0004374,Cnat_DN300859_c2_g2_i2.p2
OG0004377,Cnat_DN287334_c0_g2_i2.p1
OG0004377,Cnat_DN302871_c2_g1_i9.p1
OG0004376,Cnat_DN287267_c2_g4_i2.p1
OG0004371,Cnat_DN286768_c0_g1_i7.p1
OG0004371,Cnat_DN304930_c1_g2_i2.p1
OG0004370,Cnat_DN286562_c0_g1_i4.p1
OG0004373,Cnat_DN287175_c0_g1_i7.p1
OG0004372,Cnat_DN287016_c0_g1_i6.p1
OG0028613,0
OG0034311,Cnat_DN282432_c0_g4_i2.p1
OG0018107,0
OG0018106,0
OG0018105,0
OG0018104,0
OG0018103,0
OG0018102,0
OG0018101,0
OG0018100,0
OG0018109,0
OG0018108,0
OG0025529,Cnat_DN293162_c0_g3_i1.p1
OG0025528,Cnat_DN293151_c1_g1_i10.p3
OG0030531,0
OG0025521,Cnat_DN293011_c0_g3_i3.p1
OG0025520,Cnat_DN292994_c0_g1_i3.p1
OG0025523,Cnat_DN293037_c0_g1_i15.p1
OG0025522,Cnat_DN293011_c0_g4_i1.p1
OG0025525,Cnat_DN293118_c3_g1_i2.p1
OG0025524,Cnat_DN293040_c1_g3_i4.p1
OG0025527,Cnat_DN293151_c1_g1_i10.p1
OG0025526,Cnat_DN293128_c1_g1_i8.p1
OG0030533,0
OG0015899,Cnat_DN286154_c1_g1_i6.p3
OG0015899,Cnat_DN307274_c2_g1_i1.p1
OG0039992,0
OG0030538,0
OG0030539,0
OG0023454,Cnat_DN260975_c0_g1_i5.p1
OG0028559,0
OG0028558,0
OG0028553,0
OG0028552,0
OG0028551,0
OG0028550,0
OG0028557,0
OG0028556,0
OG0028555,0
OG0028554,0
OG0005967,Cnat_DN272317_c1_g1_i1.p1
OG0005966,Cnat_DN272295_c0_g2_i3.p1
OG0005966,Cnat_DN294523_c0_g3_i1.p1
OG0005965,Cnat_DN272131_c2_g2_i2.p1
OG0005965,Cnat_DN285790_c0_g1_i8.p1
OG0005964,Cnat_DN272106_c0_g2_i2.p1
OG0005963,Cnat_DN272071_c1_g1_i1.p1
OG0005963,Cnat_DN277879_c0_g1_i5.p1
OG0005962,Cnat_DN272016_c1_g2_i3.p1
OG0005961,Cnat_DN271866_c1_g4_i1.p1
OG0005961,Cnat_DN271866_c1_g7_i2.p1
OG0005961,Cnat_DN284832_c0_g1_i4.p1
OG0005960,Cnat_DN271826_c0_g3_i1.p1
OG0019764,Cnat_DN111151_c0_g1_i1.p2
OG0019765,Cnat_DN111306_c0_g1_i1.p1
OG0019766,Cnat_DN111426_c0_g1_i1.p1
OG0019767,Cnat_DN111845_c0_g1_i1.p1
OG0019760,Cnat_DN110709_c0_g1_i1.p1
OG0019761,Cnat_DN110875_c0_g1_i1.p1
OG0005969,Cnat_DN272674_c2_g5_i1.p1
OG0019763,Cnat_DN111139_c0_g1_i1.p1
OG0028836,0
OG0034978,Cnat_DN302898_c1_g3_i7.p1
OG0034979,Cnat_DN302916_c0_g3_i2.p1
OG0034974,Cnat_DN302771_c0_g3_i1.p1
OG0034975,Cnat_DN302784_c0_g6_i3.p1
OG0034976,Cnat_DN302818_c0_g2_i5.p1
OG0034976,Cnat_DN305069_c1_g2_i2.p2
OG0034977,Cnat_DN302877_c0_g1_i1.p1
OG0034977,Cnat_DN302877_c0_g2_i2.p1
OG0034970,Cnat_DN302743_c0_g1_i13.p1
OG0034970,Cnat_DN314204_c3_g2_i3.p1
OG0034971,Cnat_DN302752_c0_g2_i2.p1
OG0034972,Cnat_DN302762_c1_g2_i9.p1
OG0034972,Cnat_DN315883_c1_g1_i5.p1
OG0034973,Cnat_DN302769_c1_g2_i3.p1
OG0031483,0
OG0043126,0
OG0031482,0
OG0021316,Cnat_DN205987_c0_g1_i2.p1
OG0021317,Cnat_DN206075_c0_g1_i1.p1
OG0021314,Cnat_DN20586_c0_g1_i1.p1
OG0021315,Cnat_DN205946_c0_g1_i1.p1
OG0021312,Cnat_DN205820_c0_g1_i1.p1
OG0021313,Cnat_DN205828_c0_g1_i3.p1
OG0021310,Cnat_DN205764_c0_g1_i1.p1
OG0021311,Cnat_DN205789_c0_g1_i1.p1
OG0021318,Cnat_DN206089_c0_g1_i1.p1
OG0021319,Cnat_DN206220_c0_g1_i3.p1
OG0035599,Cnat_DN453978_c0_g1_i1.p1
OG0035598,Cnat_DN453754_c0_g1_i1.p1
OG0031489,0
OG0035591,Cnat_DN451755_c0_g1_i1.p1
OG0035590,Cnat_DN451710_c0_g1_i1.p1
OG0035593,Cnat_DN452061_c0_g1_i1.p1
OG0031488,0
OG0035595,Cnat_DN452523_c0_g1_i1.p1
OG0035594,Cnat_DN45220_c0_g1_i1.p1
OG0035597,Cnat_DN453432_c0_g1_i1.p1
OG0035596,Cnat_DN452714_c0_g1_i1.p2
OG0006265,Cnat_DN287167_c0_g4_i6.p1
OG0006264,Cnat_DN287144_c0_g1_i1.p1
OG0006267,Cnat_DN287204_c0_g1_i4.p1
OG0006266,Cnat_DN287187_c0_g2_i4.p1
OG0006261,Cnat_DN286946_c0_g1_i17.p1
OG0006260,Cnat_DN286924_c0_g1_i6.p1
OG0006263,Cnat_DN286972_c0_g1_i6.p1
OG0006263,Cnat_DN315463_c6_g1_i4.p1
OG0006262,Cnat_DN286967_c0_g1_i2.p1
OG0006262,Cnat_DN289958_c0_g4_i5.p1
OG0042029,0
OG0042028,0
OG0006269,Cnat_DN287298_c0_g1_i2.p2
OG0006268,Cnat_DN287206_c1_g1_i4.p1
OG0046265,0
OG0038653,0
OG0037999,0
OG0037998,0
OG0037997,0
OG0037996,0
OG0037995,0
OG0037994,0
OG0037993,0
OG0037992,0
OG0037991,0
OG0037990,0
OG0035629,Cnat_DN468316_c0_g1_i1.p1
OG0035628,Cnat_DN468220_c0_g1_i1.p1
OG0035627,Cnat_DN46655_c0_g1_i1.p2
OG0035626,Cnat_DN46545_c0_g1_i1.p2
OG0035625,Cnat_DN464787_c0_g1_i1.p1
OG0035624,Cnat_DN46413_c0_g1_i1.p1
OG0035623,Cnat_DN463875_c0_g1_i1.p1
OG0035622,Cnat_DN463767_c0_g1_i1.p1
OG0035621,Cnat_DN463666_c0_g1_i1.p2
OG0035620,Cnat_DN462491_c0_g1_i1.p1
OG0020049,Cnat_DN134112_c0_g1_i2.p1
OG0020048,Cnat_DN134088_c0_g1_i1.p1
OG0046343,0
OG0020041,Cnat_DN133586_c0_g1_i1.p1
OG0020040,Cnat_DN1334_c0_g1_i1.p1
OG0020043,Cnat_DN1335_c0_g1_i1.p2
OG0020043,Cnat_DN383649_c0_g1_i1.p1
OG0020042,Cnat_DN133595_c0_g1_i1.p1
OG0020045,Cnat_DN133747_c0_g1_i1.p1
OG0020044,Cnat_DN133707_c0_g1_i1.p1
OG0020047,Cnat_DN134074_c0_g1_i1.p1
OG0020046,Cnat_DN133927_c0_g1_i1.p3
OG0020046,Cnat_DN98866_c0_g1_i1.p1
OG0037665,0
OG0037664,0
OG0037667,0
OG0037666,0
OG0037661,0
OG0037660,0
OG0037663,0
OG0037662,0
OG0037669,0
OG0037668,0
OG0032019,0
OG0032018,0
OG0032015,0
OG0032014,0
OG0032017,0
OG0032016,0
OG0032011,0
OG0032010,0
OG0032013,0
OG0032012,0
OG0041480,0
OG0041481,0
OG0004811,Cnat_DN313498_c2_g2_i4.p1
OG0004811,Cnat_DN314632_c2_g2_i1.p1
OG0041482,0
OG0045552,0
OG0045553,0
OG0045550,0
OG0041483,0
OG0045556,0
OG0045557,0
OG0045554,0
OG0045555,0
OG0041484,0
OG0045558,0
OG0045559,0
OG0044189,0
OG0041485,0
OG0043868,0
OG0043869,0
OG0041486,0
OG0043860,0
OG0043861,0
OG0043862,0
OG0041487,0
OG0043864,0
OG0043865,0
OG0043866,0
OG0043867,0
OG0045088,0
OG0045089,0
OG0045080,0
OG0045081,0
OG0045082,0
OG0045083,0
OG0045084,0
OG0045085,0
OG0045086,0
OG0045087,0
OG0007619,0
OG0007618,0
OG0007617,0
OG0007616,0
OG0007615,0
OG0007614,0
OG0007613,0
OG0007612,0
OG0007611,0
OG0007610,0
OG0008502,Cnat_DN247118_c0_g1_i3.p1
OG0008502,Cnat_DN673072_c0_g1_i1.p1
OG0008503,Cnat_DN247148_c0_g3_i1.p2
OG0008500,Cnat_DN246916_c0_g1_i1.p1
OG0008501,Cnat_DN247095_c0_g1_i2.p1
OG0008501,Cnat_DN251876_c0_g1_i2.p1
OG0008506,Cnat_DN247376_c0_g1_i3.p1
OG0008507,Cnat_DN247651_c0_g1_i2.p2
OG0008507,Cnat_DN68598_c0_g1_i1.p1
OG0008504,Cnat_DN247327_c0_g1_i5.p1
OG0008504,Cnat_DN284406_c0_g1_i5.p1
OG0008505,Cnat_DN247366_c0_g1_i2.p1
OG0008508,Cnat_DN247702_c0_g1_i2.p1
OG0008508,Cnat_DN247702_c0_g2_i2.p1
OG0008509,Cnat_DN247931_c0_g1_i1.p1
OG0008509,Cnat_DN278589_c2_g1_i7.p1
OG0005105,Cnat_DN113015_c0_g1_i1.p1
OG0005105,Cnat_DN405387_c0_g1_i1.p1
OG0005104,Cnat_DN112647_c0_g1_i1.p1
OG0005104,Cnat_DN179546_c0_g1_i2.p1
OG0005107,Cnat_DN11369_c0_g1_i1.p1
OG0005107,Cnat_DN125259_c0_g1_i2.p1
OG0005106,Cnat_DN113248_c0_g1_i1.p2
OG0005106,Cnat_DN251745_c0_g1_i1.p1
OG0005106,Cnat_DN251745_c0_g2_i1.p1
OG0005106,Cnat_DN587696_c0_g1_i1.p1
OG0005101,Cnat_DN1102_c0_g1_i1.p1
OG0005101,Cnat_DN246153_c0_g1_i3.p1
OG0005100,Cnat_DN109893_c0_g1_i1.p1
OG0005100,Cnat_DN266040_c1_g6_i2.p1
OG0005103,Cnat_DN112273_c0_g1_i1.p1
OG0005103,Cnat_DN292347_c0_g1_i13.p1
OG0005103,Cnat_DN300595_c0_g3_i1.p1
OG0005102,Cnat_DN110491_c0_g1_i1.p1
OG0005102,Cnat_DN1456_c0_g1_i1.p1
OG0005102,Cnat_DN231151_c0_g1_i1.p1
OG0041709,0
OG0041708,0
OG0005109,Cnat_DN114306_c0_g1_i1.p2
OG0005109,Cnat_DN252059_c0_g1_i2.p1
OG0005109,Cnat_DN358420_c0_g1_i1.p1
OG0005109,Cnat_DN395457_c0_g1_i1.p1
OG0005108,Cnat_DN113886_c0_g1_i1.p1
OG0005108,Cnat_DN330401_c0_g1_i1.p1
OG0045712,0
OG0044017,0
OG0032909,Cnat_DN184792_c0_g1_i1.p1
OG0032909,Cnat_DN184792_c0_g2_i1.p1
OG0032908,Cnat_DN184733_c0_g1_i1.p1
OG0032907,Cnat_DN184495_c0_g1_i1.p1
OG0032907,Cnat_DN551890_c0_g1_i1.p1
OG0032906,Cnat_DN184113_c0_g1_i1.p1
OG0032905,Cnat_DN184093_c0_g1_i1.p1
OG0032904,Cnat_DN183929_c0_g1_i1.p1
OG0032903,Cnat_DN183912_c1_g1_i2.p3
OG0032902,Cnat_DN183746_c0_g1_i2.p1
OG0032901,Cnat_DN183738_c0_g1_i1.p1
OG0032900,Cnat_DN183633_c0_g1_i1.p1
OG0044340,0
OG0046348,0
OG0023698,Cnat_DN264261_c4_g1_i2.p1
OG0044341,0
OG0036318,0
OG0003626,0
OG0003627,0
OG0003624,0
OG0003625,0
OG0003622,0
OG0003623,0
OG0003620,0
OG0003621,0
OG0010358,Cnat_DN299074_c0_g1_i3.p1
OG0010359,Cnat_DN299111_c0_g1_i7.p1
OG0000948,Cnat_DN279171_c1_g3_i3.p1
OG0000948,Cnat_DN294976_c1_g3_i1.p1
OG0000948,Cnat_DN309475_c1_g2_i2.p1
OG0000948,Cnat_DN317961_c4_g2_i1.p1
OG0003628,0
OG0003629,0
OG0000949,Cnat_DN279357_c0_g1_i3.p1
OG0000949,Cnat_DN298259_c2_g2_i6.p1
OG0000949,Cnat_DN298259_c2_g3_i3.p1
OG0043161,0
OG0043160,0
OG0043163,0
OG0043162,0
OG0010688,Cnat_DN304032_c0_g1_i9.p1
OG0010689,Cnat_DN304046_c1_g1_i7.p1
OG0028339,0
OG0028338,0
OG0010680,Cnat_DN303925_c1_g2_i1.p1
OG0010681,Cnat_DN303932_c0_g1_i15.p1
OG0010682,Cnat_DN303934_c9_g5_i1.p1
