"","abundance.sample1","abundance.sample2","abundance.sample3","abundance.sample4","counts.sample1","counts.sample2","counts.sample3","counts.sample4","length.sample1","length.sample2","length.sample3","length.sample4","countsFromAbundance"
"OG0000027",116.775643,112.432924,172.56138,418.557924,1745.011,2556.047,2382.107,10684.698,1872.45343303896,1745.88453054237,1720.38904094991,1785.81887625501,"no"
"OG0000029",51.807992,47.367385,92.307877,190.23561,1003.02,1657.498,1483.822,5425.907,2425.93010835907,2687.28236023224,2003.32688590112,1995.31400551024,"no"
"OG0000030",3.992622,10.624242,2.947222,15.588864,27,81.018,20,258.116,847.365881648701,585.632019418515,845.719144058032,1158.32819220368,"no"
"OG0000031",0,0.521179,0.924166,4.715113,0,1,1,10,143.389385998599,147.351,134.853,148.367,"no"
"OG0000032",29.211462,39.356226,57.733682,83.846996,458,946.707,641,1405.401,1964.61454853769,1847.31768578466,1383.68672344719,1172.58239288969,"no"
"OG0000033",169.271138,286.200262,304.666843,622.074203,2146.732,5406.084,4095.315,15055.835,1589.13308370739,1450.61513264842,1675.21705355473,1693.14194295718,"no"
"OG0000034",63.5615,138.771475,129.801567,223.472985,1579,4935.481,3157.806,9259.752,3112.81463962449,2731.29666988108,3031.89770967791,2898.71175302558,"no"
"OG0000035",137.761468,460.398615,133.130669,113.665851,716,2760.102,697,700,651.254329494805,460.395171482212,652.474790331347,430.822926618083,"no"
"OG0000036",40.558071,78.024439,102.275753,201.132,969,2694.204,2320.183,8098.751,2993.72371957633,2651.792057906,2827.21299047221,2816.87487909931,"no"
"OG0000037",28.450371,41.448019,38.947531,109.021505,63.102,107.707,82.197,360.231,277.920038610323,199.564509712225,263.018927020175,231.153370171234,"no"
"OG0000038",316.850104,538.957258,380.534398,855.202069,4043.11,9787.773,4642.769,19459.408,1598.92079495574,1394.66250413555,1520.51971191472,1591.8113748195,"no"
"OG0000039",20.087417,42.986012,29.512997,85.398638,42.881,111.175,59,313.877,267.490611292731,198.617897426284,249.142485102716,257.121692469428,"no"
"OG0000040",87.591701,61.034143,94.91535,206.440145,277.002,374.879,346.744,1359.274,396.263637654051,471.691217842397,455.281453378647,460.620812391156,"no"
"OG0000041",7.030701,21.982217,29.606689,38.278676,107,474.522,440,1068.997,1906.99887187864,1657.77419610979,1852.13284153895,1953.66538288655,"no"
"OG0000042",74.692661,60.567763,98.5819229999999,492.567518,958.41,1216.404,731.758,8189.413,1607.82569732132,1542.32160689494,925.079727738838,1163.10170512188,"no"
"OG0000043",22.252762,25.327987,25.780832,53.503029,355,579.111,542.014,1636.149,1998.98562033117,1755.90672426648,2620.12885697289,2139.3174985052,"no"
"OG0000044",87.348985,242.955565,241.983765,296.508152,741,2780.338,2152.218,3766.033,1062.98190524278,878.840583818979,1108.43178622897,888.542444949827,"no"
"OG0000045",84.296454,224.71981,140.009394,128.799262,595,1849.154,1052.318,1939.114,884.449247296037,631.933101574508,936.696768442423,1053.22351826109,"no"
"OG0000046",106.218674,125.007825,143.382403,231.359783,230.054,414.902,270.034,740.725,271.38979341529,254.886939970502,234.710188133589,223.975336648111,"no"
"OG0000047",513.405675,1123.058589,629.087159,910.412409,3428.15,8655.692,3856.925,9390.437,836.689712792041,591.887294899395,764.080734983627,721.569898530659,"no"
"OG0000049",168.355178,324.57036,270.447276,413.710211,1042.944,2478.814,1774.241,3954.905,776.246603058505,586.508672656647,817.596661349423,668.760242624816,"no"
"OG0000050",106.870112,204.288295,508.005241,256.586878,1361.085,2731.115,3477.55,5792.928,1595.85822472846,1026.68225408475,853.127683187593,1579.40828206818,"no"
"OG0000051",664.725557,1513.02264,1242.996389,1690.529488,5422.044,14595.127,9604.377,28430.357,1022.08211543972,740.801755873176,962.960127189724,1176.49555854408,"no"
"OG0000052",37.645582,51.050494,59.929022,99.7249,285,429.651,386,1273.645,948.628248738245,646.331280005067,802.710610717976,893.460682943207,"no"
"OG0000053",320.410832,762.615397,480.909741,636.818916,986.786,2698.38,1372.684,3214.219,385.905267142545,271.729250887296,355.726400247112,353.093634308338,"no"
"OG0000054",4.035378,6.799847,3.582565,14.542844,19,33.3,16,119,589.976,376.08,556.589,572.438,"no"
"OG0000055",6.813178,17.241547,17.220626,18.92555,12.997,42.703,29,61.041,239.029819313836,190.205511451322,209.870571225285,225.6325481558,"no"
"OG0000056",53.207434,111.960545,133.098944,403.227242,1414.494,4859.661,3792.149,20250.324,3331.14866948053,3333.34556603143,3550.7469746641,3513.28058912532,"no"
"OG0000057",121.228242,174.721578,184.292203,389.802919,561,818.044,716.006,2653.605,579.861523231938,359.559042794268,484.193053902904,476.235698618078,"no"
"OG0000058",8.400738,5.085744,2.639798,11.693191,7,7.01,2,15.006,104.410915921673,105.850508666579,94.4207547312332,89.7793838881961,"no"
"OG0000059",29.491917,40.447076,43.726417,106.047694,36.946,68.231,37.065,205.317,156.975924713405,129.549640878589,105.640004355674,135.443054469756,"no"
"OG0000060",13.027684,11.931825,14.048761,43.455313,21,20.386,14,63,201.984251476318,131.205271096417,124.193408769784,101.421334466835,"no"
"OG0000061",505.585649,1254.246143,845.425347,771.774623,2779.556,7411.446,4442.359,9530.238,688.883870977182,453.794662239012,654.858508977196,863.861419468772,"no"
"OG0000062",6.268864,7.920069,13.807953,34.750801,137.998,169.694,228.014,903.01,2758.35330498062,1645.43294134117,2057.9861687174,1817.84993216424,"no"
"OG0000063",15.771981,1026.173727,29.231817,46.553834,480,2408.369,988.175,3440.8,3813.46933204561,180.235894682131,4212.95535198072,5170.52483894875,"no"
"OG0000064",6.705103,7.693321,18.584789,11.810003,183,315.571,192,574.365,3419.88,3150.086,1287.51550947912,3402.267,"no"
"OG0000065",379.197655,323.71397,213.406328,407.857703,3283.487,5350.715,4222.941,9545.385,1085.01228802915,1269.37484505707,2466.13381653702,1637.25192201035,"no"
"OG0000066",122.676543,646.442386,166.99107,148.648065,815,3936.621,1030,1802.03,832.456379728503,467.663609825472,768.693075878405,848.073811785764,"no"
"OG0000067",226.186655,144.730203,179.869967,604.997342,5932.015,8830.773,6562.792,28445.285,3286.24928002489,4685.74855199472,4547.14673072149,3289.17928323535,"no"
"OG0000068",35.653687,47.683983,66.660861,51.788358,41,94.257,53,109.399,144.09373482476,151.801802893898,99.0863776286358,147.77881665192,"no"
"OG0000069",143.287232,131.151029,104.406143,309.032586,1869.575,2718.733,1639.038,6265.813,1634.93519229389,1591.96792422394,1956.46414712605,1418.41662670408,"no"
"OG0000070",39.34246,69.072323,83.117551,178.406965,288.002,573.983,627.011,2460.709,917.275911900832,638.167745116955,940.137358679974,964.893155580624,"no"
"OG0000071",287.64796,619.958993,541.877418,874.31082,5289.399,16351,9789.35,30674.208,2304.14784800768,2025.44698381268,2251.44738487295,2454.35982160205,"no"
"OG0000072",245.625189,627.373039,451.019965,453.327985,962.5,2732.137,1661.309,3604.131,491.013195297975,334.438516609012,459.053657353377,556.184492861514,"no"
"OG0000073",69.873654,105.718497,129.292821,220.464533,710.893,1433.198,1325.531,3915.789,1274.8417174739,1041.10553518479,1277.6871739664,1242.54249381877,"no"
"OG0000074",8.565409,26.475109,18.622877,53.326837,17,57.852,29,141.075,248.694474783282,167.809979235628,194.070758873132,185.070045862011,"no"
"OG0000075",7.270139,17.945034,15.955639,43.381647,93,399.21,176,955.782,1602.89673730062,1708.42729026571,1374.69836887874,1541.28623016524,"no"
"OG0000076",50.434241,46.501261,62.828049,128.968028,605.005,1240.227,880.787,3392.551,1503.13842519821,2048.2169358286,1747.13530971952,1840.24245479647,"no"
"OG0000077",30.318911,45.531093,52.177912,131.466945,313,561.327,359.503,1855.945,1293.58800691753,946.775715758174,858.66822829367,987.596115844998,"no"
"OG0000078",30.966435,55.608152,55.303887,122.377196,379,764.082,581,2102.112,1533.60411929807,1055.21462407744,1309.27065693918,1201.67216845493,"no"
"OG0000079",19.316725,30.105034,34.81491,70.928381,543,1248.331,1012.149,3679.965,3522.34238887286,3184.41921654485,3623.164033837,3629.56386246109,"no"
"OG0000080",1.453475,2.67834,4.972936,15.238633,28,57.47,70,320,2413.88,1647.83124623834,1754.26366557301,1469.0435861508,"no"
"OG0000081",7.532662,17.558949,43.59244,44.201409,5,23.623,28.696,46,83.1740258763768,103.318018542739,82.0375306690793,72.8036830369367,"no"
"OG0000083",2.140374,5.459117,5.464458,19.818225,84,165.354,106,787.577,4917.61840354723,2326.10803701533,2417.50752142866,2780.09082110229,"no"
"OG0000086",16.974025,4.653933,12.883271,16.453619,376.398,267.164,483,1112,2778.6105972508,4408.56419661349,4672.29225555668,4727.96335203052,"no"
"OG0000087",4.152391,1.79591,5.459608,29.831085,55,28.032,76,731.749,1659.70062984916,1198.72270172781,1734.8465894665,1716.02610993516,"no"
"OG0000088",53.940666,60.733933,161.374651,185.095625,274,790.169,2593.97,6118.907,636.501608615993,999.144688831053,2003.26583554014,2312.64176618168,"no"
"OG0000089",20.402174,44.860684,48.750648,133.202789,127,447.871,211.106,1599.879,779.996386204088,766.700255273994,539.67097816066,840.242401479304,"no"
"OG0000090",13.34904,8.166405,9.442619,11.170832,36,69.782,34.007,125,337.923083391839,656.223955570781,448.833251385129,782.807873314539,"no"
"OG0000091",26.278658,39.900204,55.251464,104.655574,479,981.093,898,3894.822,2284.00792838097,1888.31426593628,2025.54338611864,2603.4900756963,"no"
"OG0000092",37.984929,60.559783,45.10406,101.895262,451.011,1037.711,613.005,2140.349,1487.78891602043,1315.92774604211,1693.78226285955,1469.47146797419,"no"
"OG0000093",7.326303,22.415702,17.196258,53.680167,110.005,358.9,237.999,1066.624,1881.44971258219,1229.59429262202,1724.8477438573,1390.0436897386,"no"
"OG0000094",21.091968,21.800884,31.63234,40.232281,116,184.116,160,424.092,689.137941521578,648.56815190173,630.373008321989,737.422511176734,"no"
"OG0000095",41.730538,123.218293,184.081054,219.869131,680,611.933,571,3627.643,2041.83283297932,381.389731447611,386.576834460025,1154.2262606505,"no"
"OG0000096",25.590216,39.00521,29.426947,73.895778,118.928,212.737,104.886,432.209,582.339334634338,418.85202865166,444.203516713847,409.171288052912,"no"
"OG0000097",19.430708,6.530154,23.921567,35.017987,192,150.238,218.966,620.938,1238.16333027731,1766.83512742624,1140.76725753677,1240.47346365321,"no"
"OG0000099",34.195925,26.333887,40.252924,98.643457,842.253,826.462,849.387,3595.406,3086.26622350777,2410.17001992159,2629.76567397762,2549.82500888211,"no"
"OG0000100",446.962619,971.199847,659.965555,1225.479876,7905.997,25118.667,11639.691,39054.82,2216.4132207055,1986.22068480659,2198.00739097872,2229.45737727013,"no"
"OG0000101",1057.684227,2293.627716,1067.826115,1721.381977,5273.441,11885.487,5070.53,14919.757,624.745781483353,397.954451943092,591.781808862743,606.338641350143,"no"
"OG0000102",63.571603,93.696948,126.389326,26.300535,467.088,1060.318,948.008,211.001,920.660324448717,869.060436934317,934.781935473768,561.242387667057,"no"
"OG0000103",11.854801,21.173474,25.454178,39.521708,112,251.767,204,758.097,1183.82907763555,913.160924657191,998.803717698289,1341.8989996505,"no"
"OG0000104",37.75367,45.351555,47.651835,120.589776,703.33,1248.338,994.673,3812.418,2334.34681302771,2113.87604124555,2601.41304359276,2211.67182397115,"no"
"OG0000106",16.563988,21.40332,21.040735,52.862255,36,61.7,73.867,249.179,272.334630305214,221.38559822635,437.517758967831,329.758949638414,"no"
"OG0000107",7.159357,28.26559,22.715745,101.459833,120,498.373,300,3330.913,2100.25721846557,1354.05326547364,1645.89917946667,2296.67709401914,"no"
"OG0000108",15.465029,45.127845,17.941573,88.140845,234,1383.47,278,505,1895.96526374907,2354.31426917394,1931.04878534864,400.815850511145,"no"
"OG0000109",735.790144,1414.761867,1013.996769,1652.402281,9718.835,23606.099,12970.357,40001.827,1655.10483697369,1281.38730769128,1594.13204046469,1693.53729922343,"no"
"OG0000110",227.845769,302.547626,633.256958,357.796869,771,1428.136,1151.989,1561.538,424.012659941278,362.506008360029,226.713234941738,305.31394236944,"no"
"OG0000111",116.304899,266.90107,202.104896,131.132004,589,1465.203,952.386,1247.523,634.573998124447,421.586747232302,587.27939502806,665.534549660699,"no"
"OG0000112",17.852046,47.747473,44.738911,93.228354,328.552,939.768,446.097,1822.75,2306.1173820873,1511.50263800421,1242.66115850352,1367.75900555228,"no"
"OG0000113",62.008312,272.046863,132.22243,74.961906,383,1710.153,797.001,808.744,773.952101845072,482.759244237872,751.212346006876,754.746792895421,"no"
"OG0000114",7.965144,8.910924,10.415196,26.997554,65,87.466,75,396.943,1022.55101818812,753.804044214046,897.434380287322,1028.56969129629,"no"
"OG0000115",3.114291,4.932687,9.735792,12.62135,2,5.977,5,13,80.47,93.06,64.004,72.056,"no"
"OG0000116",71.708577,69.423924,130.650408,167.609331,311,622.423,557.992,1684.076,543.443593799902,688.517965219425,532.263247849574,702.900430857027,"no"
"OG0000117",5.622592,29.668207,13.991314,17.979816,59,387.625,164,414.032,1314.86331712491,1003.36697154783,1460.8120737241,1610.9408651009,"no"
"OG0000118",40.555568,34.650331,59.157686,116.799947,910,1584.477,1684.114,7019.842,2811.61683782631,3511.70308476719,3547.88294405569,4204.5096372712,"no"
"OG0000119",27.785265,61.990513,35.447225,69.693693,42.001,101.669,41.299,146.783,189.412908885339,125.951576075117,145.200155165376,147.337583207709,"no"
"OG0000122",14.153529,32.655617,22.379217,76.894433,42,117.04,70.791,334.81,371.834616398144,275.243212006069,394.223668482056,304.603040290875,"no"
"OG0000123",40.723489,13.009726,174.616678,94.822123,77,56.891,284.989,541.019,236.925011745384,335.82955452659,203.400551865384,399.147952209686,"no"
"OG0000124",9.837905,12.313039,6.677366,27.494927,8,17.696,5,33,101.895206085137,110.373358530173,93.3198813494722,83.9627918312349,"no"
"OG0000125",20.72261,25.551252,33.752943,106.284995,71,88.371,90,564.058,429.318141806799,265.607335467358,332.30749189687,371.263136517436,"no"
"OG0000126",24.019707,43.443154,51.099917,198.048607,193,405.139,423,2988,1006.82697764107,716.179658517082,1031.64233626188,1055.45457592689,"no"
"OG0000127",2.240599,10.305406,5.438158,9.320467,37,131.555,71,85,2069.20198249664,980.355615243203,1627.10587390124,637.98727619453,"no"
"OG0000128",6.863897,35.635355,39.064004,54.417986,107,961.09,635.616,1640.559,1953.3422377492,2071.20049746935,2027.8079408628,2109.01806082812,"no"
"OG0000129",178.885259,284.403063,376.799543,761.532491,984.097,2514.054,1315.888,7207.903,689.332146514677,678.859287934139,435.228624701249,662.142063800796,"no"
"OG0000130",7.785727,0.825737,5.841475,14.046006,5,1.001,3,14.467,80.47,93.06,64.004,72.056,"no"
"OG0000132",30.563778,47.999649,55.10679,98.433875,450.721,966.853,719.614,2204.926,1847.84824915388,1546.89809725742,1627.43560641975,1567.04052747934,"no"
"OG0000133",7.561706,16.674482,16.43498,49.836188,6,23.207,10.472,63.41,99.424,106.884,79.407,89.011,"no"
"OG0000134",8.712888,7.14745,11.88537,11.479347,108,130.96,152,249,1553.19809408201,1407.107270973,1593.82207783182,1517.44474370119,"no"
"OG0000135",9.935914,17.89532,49.143624,40.666858,50,72.111,205.63,184,630.561424174968,309.458692287369,521.469709448697,316.524800280956,"no"
"OG0000136",9.8422,19.970333,18.880899,55.425153,203,609.315,380,1732.674,2584.45599956107,2343.12733582089,2508.24468700913,2186.95848493035,"no"
"OG0000137",9.375781,55.871335,30.141509,31.437557,153,876.304,359.999,782.924,2044.79225522972,1204.49483815287,1488.48907329082,1742.21300543646,"no"
"OG0000138",7.665658,73.21416,7.000225,44.187296,130,2467.746,157.774,1033.14,2125.00131106397,2588.47979070135,2808.87508699535,1635.65825186137,"no"
"OG0000139",12.097752,31.490849,31.556797,73.029066,145,509.635,269,1415.002,1501.85693216037,1242.83550452355,1062.35193512757,1355.47669057361,"no"
"OG0000140",159.276717,325.22207,252.28791,354.612219,1477.147,3801.648,2143.044,4452.364,1162.0820378031,897.700514543678,1058.62889409366,878.349837905704,"no"
"OG0000142",76.935084,76.519541,201.807125,169.297135,898.063,1186.465,1598.011,3443.438,1462.67349017463,1190.75637406037,986.852481705574,1422.89671853753,"no"
"OG0000143",13.888455,43.766731,32.63166,133.457509,82,348.879,175.531,1552.399,739.818506950125,612.167657454769,670.383286221908,813.750111062413,"no"
"OG0000144",18.222486,52.035779,49.023187,76.215039,365.002,1517.844,974.153,2715.217,2509.88,2240.086,2476.478,2492.267,"no"
"OG0000145",660.354906,1452.79168,750.47021,1472.617798,5375.924,14076.806,5949.629,21395.675,1020.09580418874,744.115543685948,988.019328801691,1016.40476820789,"no"
"OG0000146",38.398193,58.971,80.495677,85.169144,2991.173,7473.24,6081.877,12464.714,9761.03643976447,9732.17571862441,9416.16452909149,10238.3677674123,"no"
"OG0000147",49.664382,81.501947,76.612825,76.940019,218,440.459,210,417.998,550.017852125755,415.027528103666,341.607132278153,380.060715387905,"no"
"OG0000148",101.482603,78.935131,126.46004,401.349556,1116.001,1435.982,1522.529,6479.227,1377.96448394025,1397.06991790109,1500.44854415385,1129.35663871021,"no"
"OG0000149",21.190071,16.698012,29.669571,38.995126,98,75.752,99,370,579.507521356441,348.398841446634,415.846398315264,663.776830852374,"no"
"OG0000150",4.032688,3.474368,0,2.089911,7,8.005,0,6,217.505,176.929,197.714286538148,200.838,"no"
"OG0000152",4.21262,14.443869,13.322279,50.814339,12,38.222,22.523,98.043,356.93905733534,203.219947260737,210.691741228284,134.977293469704,"no"
"OG0000153",54.614779,55.607363,62.790152,189.048824,132.356,150.327,115.036,688.053,303.668649183694,207.610409320884,228.323302607167,254.611800589302,"no"
"OG0000154",56.817226,67.153591,88.374577,126.208771,673.114,973.928,1007.588,2616.865,1484.47799452613,1113.77492006454,1420.90324906637,1450.51564957556,"no"
"OG0000155",55.183131,87.710735,87.90144,175.974791,1062.703,2754.511,1943.481,7784.451,2413.0758428708,2411.74404570111,2755.45516145718,3094.62640489722,"no"
"OG0000156",0.825971,1.758048,6.76957,13.859961,1.939,5.004,6,37.289,294.199,218.583,110.458111268072,188.211852889629,"no"
"OG0000157",24.58014,91.916028,132.347543,61.613096,133.022,278.173,317.689,438.474,678.114790956683,232.414829109696,299.153596018628,497.853562534368,"no"
"OG0000158",0.189935,0.357942,0.430491,2.321874,4,11.042,9,87,2638.88,2369.086,2605.478,2621.267,"no"
"OG0000159",51.787843,57.566347,55.422338,142.161557,54.001,99.604,48,236,130.659708211809,132.876548110444,107.936006034011,116.134169622157,"no"
"OG0000160",20.750287,21.661103,19.919551,73.261036,177,537.598,293,1066.002,1068.84420593431,1905.96832109021,1833.14582097388,1017.9248318246,"no"
"OG0000161",45.377045,74.985625,75.082393,176.960729,416,905.023,616.398,2896.833,1148.74175301776,926.874484236265,1023.13371831621,1145.18930537572,"no"
"OG0000162",19.534491,17.970343,54.636036,62.263315,395,301.499,797.009,1971.589,2533.7295156185,1288.45551414066,1817.99627358033,2215.21055136507,"no"
"OG0000163",91.849313,193.523798,170.768294,402.903116,736.799,1959.124,1312.234,4933.81,1005.16777715107,777.440490592547,957.663921548944,856.667874148868,"no"
"OG0000164",16.845153,18.689726,52.684387,83.154195,329.641,361.204,551.017,1738.399,2452.06260410576,1484.18758102147,1303.44164214899,1462.50028884822,"no"
"OG0000165",18.83088,30.446836,34.270365,108.494999,220,656.526,425.994,1850.246,1463.92010018852,1655.95807900243,1549.15039342826,1193.02710539538,"no"
"OG0000166",1014.678192,2162.724029,1093.253832,2368.31336,3670.202,8409.302,3545.344,14743.125,453.238950851582,298.605480484445,404.153246296955,435.492563899754,"no"
"OG0000167",0.372767,0.640552,0.411485,0.877825,1,2,1,4,336.146,239.781,302.869,318.774,"no"
"OG0000168",34.610863,53.871002,40.78233,112.163786,85.106,161.895,81.999,453.014,308.115759632778,230.790232931958,250.579430640574,282.546811103229,"no"
"OG0000169",1.760382,0,25.144783,43.64337,3,0,15,72,213.54,122.365291039846,74.3447786200819,115.410422654919,"no"
"OG0000170",54.630026,89.796176,83.599079,138.642838,2363.002,4967.077,3849.326,12460.775,5419.98282791639,4247.98011827221,5738.41644083016,6287.50538230736,"no"
"OG0000171",2.362989,5.66502,10.934926,0.697653,6,17.009,25,3,318.167,230.577,284.927,300.824,"no"
"OG0000172",51.905211,66.694663,89.962858,125.337869,571,1030.632,1129.051,2077.704,1378.44805154797,1186.72895603039,1564.08174205641,1159.66427990171,"no"
"OG0000173",2.225735,7.289686,10.965134,21.085562,1,7.005,4,15,56.298,73.797,45.463,49.766,"no"
"OG0000174",60.868458,104.671335,106.872813,200.045448,580.999,1381.454,1047.298,3737.487,1196.04673436876,1013.556614062,1221.27139075036,1307.01862437408,"no"
"OG0000175",15.429047,16.101368,27.865827,160.639979,68,134.869,123,1248.589,552.249358366009,643.262300471053,550.100772212,543.746495554204,"no"
"OG0000176",12.228222,22.456118,44.89767,59.940301,34,91.199,82.911,233.264,348.402392012183,311.886528679044,230.142933031803,272.24472621664,"no"
"OG0000177",83.637758,225.491652,288.744766,485.804742,516.533,2170.952,971.009,5568.307,773.857487414428,739.365543795692,419.100146820296,801.84806946079,"no"
"OG0000178",1.645734,0.856478,4.11234,16.435693,1,1,2,16,76.139,89.665,60.611,68.102,"no"
"OG0000179",21.133781,88.712293,53.587175,72.233793,68,369.136,262.027,700.579,403.17797478473,319.552391038748,609.388993882305,678.496086692623,"no"
"OG0000180",137.762775,281.34339,215.140112,449.202519,1321.036,3395.579,2060.249,7100.101,1201.56620007489,926.865538935299,1193.45851080488,1105.74026384088,"no"
"OG0000181",896.526489,2055.682238,999.23624,1713.342864,2238.137,6111.282,2251.479,7318.408,312.816000205891,228.305478023391,280.807068352263,298.815629148313,"no"
"OG0000182",661.725329,1609.188092,802.496808,1748.859588,2306.023,6139.236,2598.764,10512.815,436.667733554482,292.986397231083,403.582322243505,420.528308087782,"no"
"OG0000183",7.532472,14.975122,20.814123,37.284585,104,279.585,201.021,755.387,1730.05963518484,1433.78208678554,1203.62852147419,1417.32925311632,"no"
"OG0000184",107.016288,169.096335,168.884136,306.235941,773.311,1917.19,1413.917,2779.69,905.46091624575,870.703903889171,1043.38440976771,634.995767968868,"no"
"OG0000185",45.661788,40.739169,69.932034,120.545259,624.139,797.932,905.988,2626.082,1712.7495119273,1504.15725134926,1614.56504749876,1524.01370945779,"no"
"OG0000186",129.281514,110.215399,417.111625,1145.691868,1435.966,1862.636,2706.025,13058.71,1391.7874087126,1297.85143089219,808.515597704533,797.376037236062,"no"
"OG0000187",0,0,0,0,0,0,0,0,182.02,182.02,182.02,182.02,"no"
"OG0000188",6.054912,8.133802,12.811781,20.488789,77,107.779,115.04,367.143,1593.48559817186,1017.60136877711,1119.04657106611,1253.57381813113,"no"
"OG0000189",3.238049,9.38647,11.159758,23.347513,31,86.744,88,329.041,1199.61941036717,709.707514794806,982.736173390588,985.913748676358,"no"
"OG0000190",1.654069,2.911385,6.427468,5.029152,23,34.003,92,137,1742.36637484168,896.914628224024,1783.8441541061,1905.70874968981,"no"
"OG0000191",55.163028,59.163367,74.339147,137.608084,1264.048,2073.756,1712.955,5592.203,2871.31494583002,2691.80852060975,2871.68871440327,2842.95330675797,"no"
"OG0000192",35.164055,34.240152,48.897042,58.330312,302,500.87,348,1197.983,1076.15112164229,1123.38815452799,886.963188717019,1436.76981694653,"no"
"OG0000193",4.411401,5.693343,8.735086,15.40633,38,59.413,26,128.868,1079.37523456086,801.40649864043,370.949986107177,585.162865537347,"no"
"OG0000194",71.339728,116.661025,135.537202,270.302066,1118.129,2634.889,1795.344,6623.802,1963.92920941316,1734.50767792369,1650.813826046,1714.3074193146,"no"
"OG0000195",4.32525,2.947878,3.206847,43.047311,98.987,153.374,133,2446.254,2867.69928258482,3995.61277960214,5168.71250760202,3975.4493970143,"no"
"OG0000196",49.74975,114.447817,44.638509,72.569866,789.003,2571.668,780,2640.238,1987.25206396338,1725.62611790535,2177.67918958843,2545.17430544127,"no"
"OG0000197",594.037854,1487.284833,624.789819,1328.53575,4830.511,14509.793,4939.676,19020.177,1018.92974263307,749.215309881156,985.311515710665,1001.5487108753,"no"
"OG0000198",76.595159,85.456082,105.258232,230.365686,184.649,296.322,250.246,1005.196,302.072321906401,266.292440412726,296.291731306773,305.255886570272,"no"
